"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000185658",3804.76294513047,0.024220097807134,0.0944548016811273,0.256419974168167,0.79762656615895,0.855055678922394
"ENSG00000159231",194.905528404078,-0.0445399847221347,0.181532734710121,-0.245355113463464,0.806181481162059,0.857367606950126
"ENSG00000187172",8.01258511377005,-0.120794255892391,0.786530696519561,-0.153578565244703,0.877942038863831,0.92633254494294
"ENSG00000159131",14013.3697869406,-0.0058151553552826,0.0440739401555333,-0.131940900558502,0.89503103743706,0.936985617316922
"ENSG00000160226",434.551238712284,-0.011418463729112,0.121940049164481,-0.0936399797060112,0.925395149912938,0.947267823010874
"ENSG00000160298",483.536830902713,-0.0111370917503469,0.132729633942632,-0.0839081026559638,0.933129497294294,0.947267823010874
"ENSG00000198862",2679.44849910995,-0.00553347278113678,0.0648464617901962,-0.0853319152406455,0.931997519364456,0.947267823010874
"ENSG00000278931",46.8717414946518,-0.028518495459637,0.323224618897652,-0.0882311983440448,0.929692921310551,0.947267823010874
"ENSG00000157538",2313.88085221415,0.00153835350000828,0.0674388227356067,0.0228110965999418,0.981800956521911,0.989182918601023
"ENSG00000177692",25.0505631844002,0.0019596852412214,0.43626849311382,0.00449192474852894,0.996415974647576,0.996415974647576
