"KO_1","KO_2","KO_3","WT_1","WT_2","WT_3","gene_id"
1646.9273295405,1693.91236644628,1521.70321469981,2232.98159342242,2260.97091687993,2088.47173326469,"ENSG00000160223"
462.853215279479,417.474604115737,418.562099717564,485.415975472117,433.259850761352,389.741686927457,"ENSG00000160226"
21.5166514937349,34.1300096859106,36.1869090939779,47.9350037802348,52.7278145310076,57.3183780084597,"ENSG00000160233"
31.8810292985358,48.0240682724155,44.3943709258748,19.9788363362865,19.397816004131,44.4234454699007,"ENSG00000160255"
1911.96693211063,1991.81415027199,1704.2195607655,1815.6375494968,1661.33049901516,1663.7340824224,"ENSG00000160256"
88.0706719741522,130.50528829392,101.637475287595,98.292334380181,76.4942267143363,93.7062827729055,"ENSG00000160284"
3843.62219377903,3838.62516828184,4396.15495546071,3654.63204439712,2894.72800066179,3433.8946267354,"ENSG00000160285"
7375.31085607058,7287.98388423641,6785.77343099238,6961.60885348711,6995.1218959261,6978.79103900396,"ENSG00000160294"
489.093722138174,481.855276482605,475.178608685148,444.432348475783,582.597936660927,428.063092973641,"ENSG00000160298"
4399.89324837691,4399.24738406582,4688.63577117523,4950.93852630181,5501.33450274666,5309.63643690074,"ENSG00000160299"
2036.61757102455,2014.91644235982,2342.5940526982,1998.65612235236,2494.55811015154,2077.71751821054,"ENSG00000160305"
1563.06807716881,1553.73722051554,1347.05103245745,1479.75068012667,1420.24104107781,1421.18058764878,"ENSG00000160310"
1607.4343599696,1641.98931080226,1530.36407435038,1214.64874674626,1227.50534008662,1099.24023629126,"ENSG00000166979"
1110.64723474685,1257.11639812883,1282.51491851404,1248.4777052552,1280.05347844776,1515.3461510365,"ENSG00000173276"
3069.57383026806,3369.08505420706,2712.94674395992,3833.8078441883,3651.86798064167,3157.32970174505,"ENSG00000173638"
12.5852887387677,7.20029497021917,3.29980669741037,12.9942323936255,11.6674490360227,7.08176408316885,"ENSG00000176054"
26.0113978904741,18.6493003190897,30.4729639389238,20.0340648488482,24.6391726408358,30.4964794682297,"ENSG00000177692"
3603.70651353697,3643.41607194174,4040.61409830754,4773.34932096577,4820.08626247646,4919.85366222757,"ENSG00000180530"
1215.28040719986,1180.74867774559,1279.12171732564,1097.92439186013,1084.03461396815,1228.5975620994,"ENSG00000182093"
24321.2171704138,22076.0232728661,22531.4124286658,17696.7661906843,16479.3453466929,16611.2053113786,"ENSG00000182240"
716.483020781846,695.101989300364,685.739948872519,709.066767186955,733.639137485703,709.642388047514,"ENSG00000182362"
9359.71293137214,8965.55422657805,9721.01647801347,8716.5091118011,9727.85472248595,9089.91340871633,"ENSG00000182670"
54.0529771948827,17.9349373899041,39.2401290179088,10.3783437553844,20.9024909427425,27.117657545492,"ENSG00000182871"
5752.33741284886,6146.90496050566,5633.03895258108,4766.2791298858,5203.25583094856,5002.28590427946,"ENSG00000183255"
92.3394085223501,100.473264916792,123.862458737635,76.5877727248397,63.4518405759845,60.2643204962678,"ENSG00000183421"
13.7828362881317,16.3346094930465,33.2551985366447,5.15720438844463,6.30922767942051,0,"ENSG00000183486"
5134.72781180337,4835.0235642007,4747.46438938978,5280.58407864323,5342.02600454881,5338.19601006311,"ENSG00000183527"
33.3782277278569,25.7115901864692,29.2887024884602,17.664633486826,17.6525950417493,18.7110471627583,"ENSG00000183844"
6268.40720359132,6056.6208225266,6197.66780638458,5962.5846757097,6595.92634044353,5598.00708348759,"ENSG00000184787"
5761.20803901071,5747.84446689593,5430.37586643232,6601.389438487,6194.18173866302,6249.40879245892,"ENSG00000184900"
91.2532794098634,85.2522919454386,69.1413601321532,12.0863993345327,42.3491242960593,42.2796439918955,"ENSG00000185437"
3564.01726147081,3844.76220221888,4099.91297816846,3173.83398004667,4092.81189030961,4053.23935856842,"ENSG00000185658"
947.346627084801,931.309772770688,852.305852091071,773.632824203172,809.572650623068,828.750028924999,"ENSG00000185808"
708.077099041613,723.432150363566,645.164208586293,791.981584695969,721.992548004577,760.277886625274,"ENSG00000185917"
1131.0244592289,1274.90331269007,1250.73423485086,1153.8362126056,1176.36920842866,1049.6695589565,"ENSG00000186866"
5.37730559411277,12.2954027501159,5.27573418490592,9.385837171845,4.4724177840211,11.2688131976196,"ENSG00000187172"
112.505023292154,99.7034545120192,79.9505053446776,90.2424141845735,93.2206062617566,70.8518782131995,"ENSG00000188681"
4279.62537793952,4595.6673328812,4076.16657491341,4805.01258713525,6290.93290612096,5351.670878387,"ENSG00000197381"
4786.02683640492,4813.93896495427,5316.30219305293,4150.73821360591,3596.70831556794,3888.80906646887,"ENSG00000198618"
2132.03799780888,2512.53242388056,2702.1132398817,2841.73497219407,3125.19126861907,3387.60909802037,"ENSG00000198743"
2510.27960340526,2691.0626434415,2822.14057071896,2579.52455291272,2727.90642828328,2745.77719589795,"ENSG00000198862"
16143.9717256322,15523.8006786492,15900.4030950271,18032.1839073315,17146.4391919488,17247.3311580543,"ENSG00000205581"
810.529679509447,759.656002407277,772.579543673056,946.332947151217,934.921304529376,975.061925267495,"ENSG00000205670"
6252.81908661552,6102.82582531707,6311.97170647316,6658.93054745872,6379.86644697425,6265.93914539974,"ENSG00000205726"
754.60056992293,752.500384493137,800.748024815091,614.318138570582,681.264902322642,658.486345961651,"ENSG00000205758"
11.6687993363394,18.6240075576551,8.48912617969832,8.51352362111549,9.78184490995557,6.12419773421493,"ENSG00000205929"
89.5246653890097,115.206132657266,108.619118582748,100.0217102351,93.1266107863634,96.1733952680308,"ENSG00000213885"
158.578484240897,155.618640220455,183.602993576756,181.65989946008,186.312228543679,239.369401368407,"ENSG00000226054"
18.186006724773,35.4520330254688,22.3046979326241,29.716739850837,25.0167719010878,34.5581862011148,"ENSG00000229007"
20.4434420216394,26.9098207051001,38.3110882927564,15.0590864141788,18.8602245892297,31.943603593265,"ENSG00000233056"
71.035734625982,51.3813933295593,51.8720036915393,26.4278825766712,28.4580985167351,39.8085705175717,"ENSG00000234289"
46.2886782568463,76.8346256585373,49.0902287856183,60.5730695839628,80.8320995278264,69.1627635168866,"ENSG00000235374"
6481.11035340874,6034.42509291415,6696.00645500701,6388.77730550714,5962.25565292762,6419.0431064503,"ENSG00000241837"
4565.94332080647,4223.87567782558,3992.98756886428,5364.93267837519,5173.19407389735,4842.65219682346,"ENSG00000241945"
479.060912483941,472.130136128358,549.524215328132,457.603467309493,505.119496180644,492.069777232695,"ENSG00000243646"
2206.88170735801,2129.61257855145,1900.50603450757,2357.7489596909,2502.85776584497,2326.23373858405,"ENSG00000243927"
19.0738798698308,16.5632579863553,21.5140682249225,44.1052041003773,18.8333645988264,34.2368225533952,"ENSG00000249209"
59.5048891631062,30.2905643383944,18.5179831834587,28.5625758816229,28.46850263352,64.1783538460457,"ENSG00000249624"
495.005850476608,511.797388153774,487.314809096619,391.783150623723,316.819342464161,478.108637924683,"ENSG00000265590"
22.7250590640052,24.0112552765972,28.0183513939777,13.0473624666816,17.8896014405858,14.9180274629209,"ENSG00000270533"
42.593907800907,46.8711646053193,49.7643285889216,35.4963737893597,56.0158569039747,50.4888172794288,"ENSG00000278931"
29.8801897663078,19.3120971649911,50.7621180223427,26.5719780272105,10.6037743336262,22.6107268457184,"ENSG00000279208"
240.215663491313,271.393745943695,322.95810745823,281.063514330763,309.596175827103,282.390038596515,"ENSG00000280081"
33.6869230128997,24.9518820756537,36.857994852489,57.8660356978048,5.84497777740978,16.0480789107913,"ENSG00000285815"
